,category_code,brand,price
718,electronics.tablet,bq,52.74
719,computers.desktop,zeta,118.01
720,electronics.smartphone,apple,1348.61
721,appliances.environment.vacuum,vitek,51.43
722,appliances.personal.hair_cutter,remington,37.82
723,electronics.smartphone,apple,949.47
724,electronics.smartphone,apple,458.28
725,electronics.video.tv,haier,180.16
726,electronics.smartphone,apple,1209.55
727,electronics.smartphone,apple,928.18
728,electronics.smartphone,samsung,242.63
729,electronics.smartphone,huawei,91.32
730,electronics.smartphone,samsung,128.42
731,electronics.smartphone,huawei,125.61
732,electronics.audio.headphone,samsung,36.15
733,appliances.kitchen.washer,beko,233.33
734,electronics.smartphone,apple,1348.61
735,electronics.smartphone,apple,1243.78
736,electronics.smartphone,apple,1243.78
737,electronics.smartphone,oppo,178.87
738,electronics.smartphone,apple,949.47
739,appliances.kitchen.refrigerators,lg,463.07
740,appliances.kitchen.washer,samsung,306.05
741,electronics.smartphone,xiaomi,212.08
742,electronics.smartphone,samsung,139.64
743,electronics.smartphone,xiaomi,475.48
744,electronics.smartphone,huawei,164.95
745,electronics.audio.headphone,samsung,107.45
746,electronics.smartphone,samsung,242.63
747,electronics.smartphone,samsung,275.25
748,appliances.personal.scales,elenberg,7.7
749,electronics.smartphone,samsung,275.25
750,electronics.smartphone,apple,722.4
751,electronics.smartphone,apple,928.38
752,electronics.smartphone,samsung,128.42
753,electronics.smartphone,samsung,128.42
754,appliances.kitchen.oven,dauscher,48.88
755,electronics.smartphone,samsung,139.64
756,appliances.kitchen.refrigerators,lg,463.07
757,electronics.smartphone,apple,617.52
758,electronics.smartphone,samsung,128.42
759,electronics.smartphone,samsung,128.42
760,electronics.smartphone,huawei,266.0
761,appliances.environment.vacuum,karcher,115.57
762,electronics.smartphone,apple,722.4
763,computers.desktop,zeta,31.56
764,computers.notebook,acer,283.09
765,electronics.audio.headphone,apple,188.94
766,electronics.smartphone,huawei,151.99
767,electronics.tablet,huawei,102.4
768,electronics.smartphone,samsung,229.9
769,appliances.kitchen.microwave,samsung,97.04
770,electronics.smartphone,samsung,242.63
771,electronics.smartphone,apple,949.47
772,electronics.smartphone,apple,1665.36
773,electronics.smartphone,xiaomi,212.08
774,electronics.smartphone,xiaomi,85.88
775,electronics.audio.headphone,xiaomi,23.05
776,electronics.smartphone,apple,722.4
777,kids.carriage,wingoffly,115.13
778,electronics.tablet,samsung,154.16
779,electronics.smartphone,sony,462.82
780,electronics.smartphone,samsung,717.39
781,electronics.smartphone,huawei,164.84
782,electronics.smartphone,samsung,128.42
783,appliances.kitchen.refrigerators,indesit,357.54
784,electronics.smartphone,apple,465.91
785,electronics.smartphone,xiaomi,189.97
786,apparel.costume,jordan,190.46
787,electronics.smartphone,samsung,229.9
788,electronics.smartphone,xiaomi,138.71
789,computers.desktop,acer,308.86
790,electronics.smartphone,apple,591.25
791,electronics.smartphone,xiaomi,94.46
792,electronics.smartphone,samsung,172.23
793,appliances.kitchen.washer,haier,308.86
794,appliances.kitchen.refrigerators,indesit,357.54
795,electronics.clocks,boccia,104.25
796,electronics.smartphone,samsung,172.23
797,electronics.clocks,romanson,134.37
798,electronics.smartphone,samsung,242.63
799,appliances.environment.vacuum,bosch,105.51
800,electronics.smartphone,samsung,131.53
801,electronics.audio.headphone,apple,160.57
802,appliances.kitchen.mixer,polaris,40.85
803,auto.accessories.player,pioneer,66.93
804,electronics.smartphone,apple,358.31
805,computers.notebook,lenovo,252.23
806,appliances.kitchen.blender,braun,90.07
807,electronics.smartphone,xiaomi,280.57
808,electronics.audio.headphone,xiaomi,22.8
809,electronics.audio.headphone,jbl,8.49
810,appliances.kitchen.washer,samsung,398.95
811,appliances.kitchen.refrigerators,indesit,357.54
812,electronics.smartphone,samsung,242.63
813,appliances.personal.scales,elenberg,10.27
814,electronics.smartphone,samsung,223.95
815,electronics.smartphone,xiaomi,94.7
816,electronics.smartphone,samsung,128.42
817,electronics.smartphone,samsung,362.29
818,electronics.smartphone,samsung,128.42
819,electronics.smartphone,apple,977.3
820,electronics.smartphone,xiaomi,111.56
821,electronics.clocks,apple,430.74
822,electronics.smartphone,samsung,275.25
823,electronics.audio.headphone,xiaomi,51.46
824,electronics.smartphone,samsung,128.42
825,electronics.video.tv,samsung,369.45
826,appliances.kitchen.washer,samsung,306.05
827,apparel.shoes.sandals,respect,22.39
828,electronics.smartphone,samsung,172.23
829,computers.peripherals.monitor,iiyama,149.22
830,electronics.smartphone,samsung,170.14
831,electronics.smartphone,samsung,172.23
832,electronics.smartphone,samsung,242.63
833,electronics.smartphone,huawei,266.0
834,electronics.smartphone,samsung,128.42
835,electronics.smartphone,apple,591.25
836,appliances.kitchen.refrigerators,samsung,733.15
837,electronics.audio.headphone,apple,160.57
838,electronics.smartphone,samsung,360.97
839,electronics.smartphone,samsung,128.42
840,electronics.camera.video,gopro,599.13
841,electronics.smartphone,samsung,275.25
842,electronics.video.tv,samsung,437.25
843,computers.components.cooler,ecocool,92.64
844,electronics.smartphone,apple,949.47
845,electronics.tablet,samsung,110.36
846,appliances.kitchen.refrigerators,indesit,350.0
847,appliances.kitchen.microwave,samsung,115.81
848,electronics.smartphone,samsung,172.23
849,electronics.smartphone,samsung,362.29
850,electronics.smartphone,samsung,172.23
851,electronics.smartphone,apple,458.28
852,electronics.smartphone,apple,1629.04
853,electronics.smartphone,apple,358.31
854,electronics.smartphone,xiaomi,280.57
855,electronics.smartphone,xiaomi,138.71
856,electronics.smartphone,apple,732.07
857,electronics.audio.headphone,apple,160.57
858,appliances.kitchen.refrigerators,almacom,180.67
859,appliances.kitchen.refrigerators,indesit,350.0
860,electronics.smartphone,xiaomi,218.54
861,electronics.clocks,apple,298.6
862,electronics.smartphone,apple,732.07
863,electronics.smartphone,apple,949.47
864,appliances.kitchen.washer,lg,308.63
865,kids.carriage,belecoo,109.01
866,electronics.smartphone,samsung,273.56
867,electronics.smartphone,apple,458.28
868,electronics.smartphone,samsung,128.42
869,appliances.kitchen.washer,beko,233.33
870,appliances.kitchen.microwave,samsung,97.04
871,electronics.smartphone,samsung,242.63
872,electronics.video.tv,ergo,409.28
873,electronics.video.tv,kivi,257.15
874,electronics.audio.headphone,xiaomi,23.05
875,electronics.smartphone,huawei,230.93
876,electronics.smartphone,apple,1665.36
877,electronics.smartphone,samsung,275.25
878,electronics.smartphone,oppo,772.19
879,electronics.smartphone,samsung,128.42
880,electronics.smartphone,xiaomi,212.08
881,electronics.smartphone,samsung,128.42
882,appliances.kitchen.hob,dauscher,147.75
883,electronics.smartphone,samsung,128.42
884,electronics.smartphone,apple,949.47
885,electronics.camera.video,panasonic,386.08
886,electronics.smartphone,samsung,190.46
887,electronics.clocks,apple,453.16
888,electronics.smartphone,xiaomi,167.29
889,electronics.smartphone,samsung,139.68
890,electronics.smartphone,apple,928.18
891,electronics.smartphone,samsung,275.25
892,electronics.smartphone,huawei,149.28
893,electronics.smartphone,huawei,266.0
894,electronics.smartphone,huawei,108.98
895,electronics.smartphone,samsung,139.68
896,electronics.smartphone,apple,949.47
897,electronics.smartphone,xiaomi,85.88
898,electronics.smartphone,samsung,128.42
899,electronics.smartphone,apple,949.47
900,electronics.smartphone,oppo,178.87
901,electronics.smartphone,samsung,242.63
902,electronics.smartphone,samsung,242.63
903,electronics.smartphone,apple,949.47
904,appliances.ironing_board,perilla,15.42
905,appliances.environment.vacuum,samsung,136.17
906,appliances.kitchen.refrigerators,indesit,357.54
907,electronics.smartphone,apple,532.57
908,construction.tools.drill,bosch,135.04
909,electronics.smartphone,apple,1558.25
910,electronics.smartphone,samsung,229.9
911,electronics.video.tv,artel,146.85
912,electronics.smartphone,samsung,128.42
913,electronics.clocks,samsung,257.87
914,electronics.smartphone,xiaomi,203.09
915,appliances.kitchen.washer,samsung,321.73
916,electronics.clocks,apple,333.08
917,electronics.smartphone,samsung,131.53
918,electronics.video.tv,kivi,535.15
919,electronics.smartphone,apple,1027.59
920,electronics.smartphone,samsung,88.29
921,electronics.smartphone,samsung,128.42
922,electronics.smartphone,samsung,242.63
923,electronics.smartphone,samsung,128.42
924,electronics.smartphone,apple,928.18
925,electronics.smartphone,apple,577.89
926,electronics.smartphone,apple,358.31
927,electronics.smartphone,huawei,106.56
928,construction.tools.drill,makita,155.5
929,kids.carriage,coballe,72.07
930,electronics.smartphone,xiaomi,203.09
931,electronics.smartphone,xiaomi,203.09
932,electronics.smartphone,samsung,242.63
933,electronics.audio.headphone,apple,160.57
934,electronics.smartphone,xiaomi,218.54
935,appliances.environment.vacuum,elenberg,25.71
936,appliances.iron,tefal,33.44
937,electronics.clocks,apple,590.99
938,electronics.smartphone,apple,949.47
939,appliances.kitchen.refrigerators,lg,547.28
940,electronics.smartphone,samsung,275.25
941,electronics.smartphone,samsung,131.53
942,electronics.smartphone,apple,458.28
943,electronics.smartphone,huawei,266.0
944,appliances.kitchen.washer,indesit,200.66
945,electronics.smartphone,apple,722.4
946,electronics.smartphone,xiaomi,94.46
947,electronics.smartphone,apple,722.4
948,appliances.kitchen.coffee_grinder,delonghi,61.75
949,electronics.smartphone,samsung,242.63
950,electronics.smartphone,huawei,266.0
951,electronics.smartphone,samsung,128.42
952,electronics.audio.subwoofer,infinity,108.11
953,electronics.smartphone,apple,1364.0
954,electronics.smartphone,xiaomi,211.92
955,electronics.smartphone,xiaomi,189.97
956,electronics.smartphone,xiaomi,138.71
957,electronics.smartphone,samsung,275.25
958,electronics.smartphone,samsung,275.25
959,electronics.clocks,xiaomi,179.93
960,electronics.smartphone,samsung,362.29
961,construction.tools.drill,bosch,110.66
962,electronics.smartphone,samsung,128.42
963,appliances.kitchen.washer,samsung,383.28
964,electronics.smartphone,apple,722.4
965,electronics.clocks,apple,317.67
966,electronics.smartphone,samsung,128.42
967,electronics.smartphone,samsung,88.29
968,electronics.tablet,huawei,179.9
969,electronics.smartphone,huawei,108.98
970,appliances.environment.water_heater,aqua,30.86
971,electronics.smartphone,apple,458.28
972,electronics.audio.headphone,xiaomi,22.8
973,computers.peripherals.printer,epson,174.73
974,computers.components.memory,amd,21.85
975,electronics.smartphone,lg,344.9
976,electronics.smartphone,samsung,771.76
977,appliances.environment.water_heater,garanterm,102.6
978,electronics.video.tv,changhong,239.13
979,electronics.smartphone,samsung,128.42
980,electronics.smartphone,xiaomi,203.09
981,electronics.smartphone,samsung,242.72
982,electronics.smartphone,samsung,275.25
983,electronics.smartphone,huawei,266.0
984,electronics.smartphone,apple,949.47
985,electronics.smartphone,apple,458.28
986,electronics.clocks,apple,334.66
987,electronics.audio.headphone,xiaomi,22.8
988,electronics.smartphone,samsung,172.23
989,electronics.audio.headphone,xiaomi,51.46
990,electronics.smartphone,xiaomi,203.09
991,electronics.video.tv,harper,282.37
992,kids.toys,grow-with-me,35.77
993,computers.desktop,zeta,83.63
994,electronics.smartphone,samsung,88.29
995,electronics.video.tv,samsung,488.8
996,electronics.smartphone,apple,722.4
997,electronics.smartphone,samsung,229.9
998,electronics.video.tv,lg,681.56
999,kids.carriage,belecoo,169.37
1000,electronics.video.tv,samsung,488.8
1001,appliances.kitchen.hob,bosch,498.85
1002,electronics.smartphone,samsung,275.25
1003,electronics.smartphone,samsung,128.42
1004,appliances.kitchen.washer,indesit,210.79
1005,electronics.smartphone,samsung,275.25
1006,electronics.smartphone,apple,358.31
1007,electronics.smartphone,apple,1453.0
1008,electronics.smartphone,oppo,308.45
1009,electronics.audio.headphone,samsung,107.45
1010,electronics.smartphone,apple,722.4
1011,electronics.smartphone,samsung,172.23
1012,electronics.smartphone,huawei,257.12
1013,electronics.smartphone,apple,722.4
1014,apparel.shoes.keds,respect,44.79
1015,electronics.smartphone,samsung,128.42
1016,electronics.smartphone,huawei,149.28
1017,electronics.smartphone,xiaomi,94.46
1018,electronics.audio.headphone,xiaomi,35.78
1019,electronics.smartphone,samsung,242.63
1020,appliances.kitchen.refrigerators,lg,547.28
1021,electronics.audio.headphone,xiaomi,14.16
1022,electronics.smartphone,inoi,38.14
1023,appliances.kitchen.washer,samsung,344.66
1024,electronics.video.tv,samsung,282.03
1025,electronics.smartphone,xiaomi,138.71
1026,electronics.smartphone,samsung,216.18
1027,appliances.kitchen.washer,indesit,177.27
1028,electronics.video.tv,samsung,488.8
1029,electronics.smartphone,apple,531.26
1030,electronics.smartphone,apple,1665.36
1031,electronics.smartphone,samsung,275.25
1032,electronics.smartphone,apple,458.28
1033,electronics.smartphone,xiaomi,142.84
1034,kids.carriage,coballe,72.07
1035,sport.bicycle,axis,118.15
1036,electronics.smartphone,xiaomi,203.09
1037,electronics.clocks,casio,31.66
1038,electronics.clocks,apple,552.14
1039,electronics.smartphone,samsung,242.63
1040,electronics.video.tv,lg,419.15
1041,electronics.smartphone,samsung,128.42
1042,electronics.smartphone,apple,722.4
1043,electronics.smartphone,xiaomi,431.31
1044,appliances.personal.scales,elenberg,14.13
1045,electronics.smartphone,samsung,128.42
1046,electronics.smartphone,samsung,128.42
1047,electronics.smartphone,xiaomi,189.97
1048,electronics.smartphone,apple,1453.0
1049,electronics.video.tv,artel,146.85
1050,electronics.audio.headphone,apple,160.57
1051,appliances.kitchen.blender,redmond,51.22
1052,electronics.smartphone,xiaomi,330.63
1053,furniture.kitchen.chair,chicco,154.19
1054,apparel.shoes.keds,nike,94.98
1055,electronics.audio.headphone,apple,33.44
1056,electronics.smartphone,samsung,128.42
1057,computers.desktop,microlab,55.34
1058,electronics.smartphone,apple,358.31
1059,auto.accessories.alarm,starline,91.12
1060,construction.tools.saw,huter,110.02
1061,appliances.kitchen.washer,samsung,344.66
1062,electronics.clocks,casio,90.09
1063,electronics.video.tv,samsung,369.45
1064,appliances.kitchen.hood,elikor,138.48
1065,electronics.smartphone,samsung,172.23
1066,furniture.kitchen.chair,chicco,154.19
1067,electronics.smartphone,apple,949.47
1068,appliances.kitchen.washer,midea,102.42
1069,computers.notebook,asus,771.96
1070,electronics.smartphone,apple,722.4
1071,electronics.smartphone,samsung,172.23
1072,electronics.smartphone,apple,531.26
1073,electronics.smartphone,samsung,128.42
1074,appliances.environment.vacuum,bosch,102.94
1075,electronics.smartphone,apple,532.57
1076,electronics.smartphone,samsung,128.42
1077,electronics.smartphone,xiaomi,212.08
1078,computers.desktop,microlab,55.34
1079,appliances.kitchen.toster,philips,33.44
1080,electronics.clocks,casio,90.09
1081,electronics.smartphone,samsung,195.06
1082,electronics.audio.headphone,xiaomi,23.05
1083,electronics.smartphone,apple,746.22
1084,computers.peripherals.printer,hp,136.17
1085,electronics.smartphone,samsung,275.25
1086,electronics.audio.headphone,apple,160.57
1087,electronics.smartphone,samsung,172.23
1088,auto.accessories.alarm,starline,157.53
1089,electronics.audio.headphone,xiaomi,22.8
1090,apparel.shoes,native,144.12
1091,electronics.clocks,aimoto,54.06
1092,appliances.environment.vacuum,karcher,115.57
1093,appliances.kitchen.blender,vitek,22.88
1094,electronics.smartphone,samsung,503.09
1095,electronics.audio.subwoofer,hertz,90.98
1096,electronics.smartphone,apple,722.4
1097,appliances.kitchen.blender,vitek,33.44
1098,appliances.environment.vacuum,samsung,136.17
1099,appliances.kitchen.microwave,arg,56.6
1100,electronics.smartphone,xiaomi,218.54
1101,electronics.audio.headphone,hyperx,60.55
1102,electronics.smartphone,vivo,308.86
1103,electronics.smartphone,oppo,178.87
1104,electronics.smartphone,samsung,128.42
1105,appliances.environment.vacuum,bosch,164.48
1106,electronics.smartphone,apple,1027.44
1107,auto.accessories.alarm,starline,157.53
1108,appliances.ironing_board,nika,17.99
1109,electronics.smartphone,apple,949.47
1110,electronics.smartphone,apple,2007.14
1111,electronics.smartphone,samsung,172.23
1112,electronics.smartphone,apple,722.4
1113,electronics.smartphone,apple,1013.86
1114,furniture.bedroom.bed,joie,80.83
1115,electronics.smartphone,samsung,172.23
1116,electronics.smartphone,samsung,242.63
1117,electronics.smartphone,huawei,106.56
1118,electronics.smartphone,samsung,242.63
1119,construction.tools.welding,resanta,25.2
1120,electronics.smartphone,apple,1364.0
1121,electronics.smartphone,samsung,128.42
1122,electronics.smartphone,samsung,242.63
1123,auto.accessories.compressor,denzel,272.16
1124,computers.notebook,lenovo,420.6
1125,electronics.smartphone,samsung,131.53
1126,kids.carriage,wingoffly,115.13
1127,auto.accessories.alarm,starline,157.53
1128,electronics.smartphone,apple,949.47
1129,furniture.kitchen.chair,chicco,156.48
1130,electronics.smartphone,xiaomi,282.88
1131,electronics.smartphone,xiaomi,218.54
1132,electronics.telephone,panasonic,32.69
1133,computers.ebooks,pocketbook,123.3
1134,appliances.kitchen.washer,samsung,488.81
1135,appliances.environment.vacuum,samsung,64.02
1136,electronics.smartphone,xiaomi,189.97
1137,electronics.smartphone,xiaomi,203.09
1138,kids.toys,grow-with-me,35.77
1139,appliances.kitchen.washer,artel,93.51
1140,electronics.smartphone,samsung,195.06
1141,furniture.bedroom.bed,sv,257.15
1142,electronics.smartphone,apple,949.47
1143,appliances.kitchen.microwave,lg,90.17
1144,electronics.smartphone,huawei,108.98
1145,electronics.clocks,casio,90.09
1146,electronics.smartphone,samsung,128.42
1147,electronics.smartphone,samsung,172.23
1148,electronics.smartphone,xiaomi,280.57
1149,electronics.smartphone,samsung,172.23
1150,electronics.smartphone,samsung,195.06
1151,electronics.clocks,apple,317.67
1152,auto.accessories.alarm,starline,157.53
1153,electronics.smartphone,samsung,172.23
1154,appliances.kitchen.refrigerators,almacom,180.67
1155,electronics.audio.headphone,xiaomi,23.05
1156,electronics.clocks,apple,427.17
1157,electronics.smartphone,apple,749.67
1158,electronics.smartphone,xiaomi,85.88
1159,electronics.smartphone,xiaomi,189.97
1160,electronics.smartphone,samsung,128.42
1161,appliances.kitchen.washer,beko,215.75
1162,electronics.smartphone,apple,732.07
1163,electronics.telephone,panasonic,32.69
1164,electronics.smartphone,xiaomi,111.56
1165,electronics.smartphone,samsung,275.25
1166,accessories.wallet,petek,90.61
1167,electronics.clocks,samsung,151.61
1168,electronics.clocks,danielklein,47.88
1169,electronics.smartphone,samsung,88.29
1170,electronics.smartphone,samsung,242.63
1171,auto.accessories.alarm,starline,157.53
1172,electronics.smartphone,samsung,128.42
1173,kids.carriage,wingoffly,115.13
1174,furniture.kitchen.chair,lorelli-bertoni,76.66
1175,electronics.smartphone,samsung,273.56
1176,computers.desktop,zeta,90.44
1177,appliances.kitchen.refrigerators,beko,349.97
1178,electronics.video.tv,lg,406.7
1179,electronics.smartphone,xiaomi,308.44
1180,electronics.smartphone,samsung,128.42
1181,electronics.video.tv,tcl,257.33
1182,electronics.smartphone,samsung,242.63
1183,electronics.smartphone,samsung,211.61
1184,electronics.smartphone,apple,949.47
1185,electronics.smartphone,samsung,242.63
1186,electronics.video.tv,samsung,617.44
1187,electronics.smartphone,samsung,229.9
1188,electronics.smartphone,samsung,771.94
1189,electronics.smartphone,apple,949.47
1190,electronics.smartphone,apple,531.26
1191,electronics.audio.headphone,apple,160.57
1192,electronics.smartphone,apple,1013.86
1193,electronics.smartphone,apple,949.47
1194,electronics.clocks,troyka,12.84
1195,appliances.kitchen.washer,samsung,398.95
1196,appliances.kitchen.washer,beko,180.16
1197,electronics.smartphone,apple,1067.98
1198,electronics.smartphone,samsung,275.25
1199,electronics.smartphone,apple,577.89
1200,electronics.smartphone,samsung,273.56
1201,electronics.smartphone,samsung,362.29
1202,electronics.smartphone,oppo,178.87
1203,electronics.smartphone,oppo,179.12
1204,electronics.smartphone,apple,1665.36
1205,electronics.smartphone,apple,458.28
1206,electronics.smartphone,samsung,172.23
1207,appliances.kitchen.washer,beko,180.16
1208,electronics.smartphone,vivo,308.86
1209,electronics.smartphone,xiaomi,212.08
1210,electronics.smartphone,samsung,229.9
1211,electronics.smartphone,samsung,128.42
1212,appliances.kitchen.washer,samsung,334.6
1213,electronics.smartphone,apple,1013.86
1214,electronics.smartphone,apple,591.25
1215,appliances.environment.water_heater,ariston,112.13
1216,electronics.smartphone,apple,358.31
1217,appliances.kitchen.hood,artel,76.91
1218,electronics.smartphone,samsung,229.9
1219,electronics.smartphone,samsung,273.56
1220,apparel.shoes,baden,69.24
1221,electronics.smartphone,apple,1348.61
1222,electronics.smartphone,samsung,172.23
1223,electronics.smartphone,samsung,193.02
1224,electronics.smartphone,samsung,360.32
1225,computers.desktop,zeta,83.63
1226,electronics.smartphone,apple,458.28
1227,electronics.smartphone,oppo,179.12
1228,electronics.smartphone,samsung,128.42
1229,furniture.bedroom.bed,olmeko,142.84
1230,apparel.shoes,baden,82.63
1231,electronics.smartphone,apple,1091.33
1232,electronics.smartphone,apple,577.89
1233,electronics.smartphone,xiaomi,431.31
1234,electronics.smartphone,samsung,362.29
1235,electronics.smartphone,apple,1091.33
1236,electronics.smartphone,apple,531.26
1237,electronics.smartphone,samsung,273.56
1238,electronics.smartphone,samsung,242.63
1239,electronics.tablet,huawei,102.4
1240,electronics.smartphone,meizu,115.58
1241,electronics.smartphone,apple,973.41
1242,electronics.smartphone,apple,458.28
1243,appliances.kitchen.refrigerators,haier,643.49
1244,computers.notebook,asus,476.18
1245,electronics.smartphone,vivo,308.86
1246,appliances.environment.vacuum,samsung,64.02
1247,apparel.costume,nike,97.56
1248,computers.desktop,microlab,33.18
1249,electronics.smartphone,samsung,275.25
1250,electronics.audio.headphone,xiaomi,22.8
1251,electronics.smartphone,xiaomi,189.97
1252,electronics.smartphone,xiaomi,135.01
1253,appliances.environment.vacuum,samsung,64.02
1254,kids.carriage,wingoffly,112.92
1255,electronics.smartphone,samsung,503.09
1256,appliances.ironing_board,nika,29.58
1257,electronics.smartphone,apple,458.28
1258,electronics.smartphone,samsung,139.68
1259,electronics.smartphone,apple,949.47
1260,furniture.kitchen.chair,chicco,146.7
1261,appliances.kitchen.oven,artel,36.01
1262,electronics.smartphone,samsung,128.42
1263,auto.accessories.alarm,starline,157.53
1264,electronics.smartphone,samsung,172.22
1265,electronics.smartphone,xiaomi,203.09
1266,electronics.audio.headphone,plantronics,19.28
1267,electronics.smartphone,samsung,503.09
1268,electronics.smartphone,samsung,128.42
1269,electronics.smartphone,meizu,115.58
1270,computers.desktop,microlab,55.34
1271,construction.tools.generator,tefal,167.29
1272,electronics.smartphone,apple,949.47
1273,electronics.smartphone,apple,358.31
1274,electronics.tablet,samsung,109.36
1275,electronics.smartphone,samsung,224.46
1276,appliances.kitchen.kettle,tefal,46.31
1277,electronics.smartphone,apple,599.23
1278,computers.notebook,acer,283.09
1279,electronics.smartphone,apple,928.18
1280,electronics.smartphone,apple,358.31
1281,electronics.smartphone,samsung,128.42
1282,electronics.audio.headphone,jbl,83.53
1283,auto.accessories.player,nakamichi,55.34
1284,auto.accessories.alarm,starline,157.53
1285,electronics.smartphone,apple,722.4
1286,electronics.smartphone,samsung,242.63
1287,furniture.kitchen.chair,chicco,146.7
1288,appliances.kitchen.washer,atlantic,108.03
1289,electronics.smartphone,xiaomi,181.12
1290,electronics.smartphone,apple,1337.23
1291,electronics.smartphone,huawei,254.71
1292,electronics.smartphone,samsung,88.29
1293,electronics.smartphone,xiaomi,218.54
1294,electronics.smartphone,apple,458.28
1295,electronics.smartphone,apple,591.25
1296,appliances.kitchen.oven,artel,42.21
1297,electronics.smartphone,samsung,195.06
1298,appliances.environment.vacuum,lg,174.17
1299,appliances.kitchen.refrigerators,beko,223.36
1300,appliances.environment.water_heater,artel,61.75
1301,electronics.video.tv,samsung,369.45
1302,appliances.kitchen.washer,bosch,488.81
1303,electronics.smartphone,apple,743.04
1304,electronics.tablet,samsung,154.16
1305,appliances.kitchen.blender,moulinex,87.49
1306,electronics.smartphone,apple,787.5
1307,electronics.smartphone,apple,722.4
1308,electronics.smartphone,apple,358.31
1309,appliances.kitchen.refrigerators,beko,238.3
1310,electronics.smartphone,xiaomi,85.88
1311,electronics.tablet,samsung,109.36
1312,appliances.environment.vacuum,lg,100.36
1313,electronics.smartphone,apple,458.28
1314,electronics.smartphone,samsung,193.22
1315,electronics.smartphone,apple,976.82
1316,electronics.smartphone,xiaomi,280.57
1317,construction.tools.welding,resanta,25.2
1318,appliances.environment.vacuum,bosch,164.48
1319,electronics.smartphone,huawei,108.98
1320,construction.tools.drill,alteco,52.51
1321,appliances.environment.vacuum,karcher,565.11
1322,electronics.smartphone,apple,949.47
1323,electronics.smartphone,samsung,275.25
1324,electronics.smartphone,apple,617.52
1325,electronics.smartphone,samsung,229.9
1326,computers.desktop,lenovo,488.82
1327,electronics.smartphone,samsung,128.42
1328,furniture.kitchen.chair,chicco,231.64
1329,electronics.smartphone,samsung,275.25
1330,appliances.kitchen.refrigerators,beko,223.36
1331,electronics.smartphone,apple,458.28
1332,electronics.smartphone,huawei,106.56
1333,electronics.smartphone,samsung,172.23
1334,electronics.smartphone,apple,358.31
1335,electronics.smartphone,vivo,231.64
1336,electronics.smartphone,samsung,128.42
1337,electronics.smartphone,samsung,128.42
1338,electronics.audio.music_tools.piano,cortland,84.94
1339,electronics.smartphone,xiaomi,269.78
1340,electronics.smartphone,apple,1091.33
1341,appliances.environment.vacuum,lg,152.62
1342,apparel.shoes.keds,nexpero,82.63
1343,electronics.smartphone,apple,791.78
1344,electronics.smartphone,samsung,195.06
1345,electronics.smartphone,xiaomi,212.08
1346,electronics.smartphone,samsung,172.22
1347,computers.notebook,asus,476.18
1348,electronics.smartphone,samsung,362.29
1349,electronics.smartphone,xiaomi,114.63
1350,electronics.smartphone,samsung,242.63
1351,electronics.telephone,nokia,21.95
1352,electronics.telephone,prestigio,8.37
1353,electronics.clocks,apple,334.34
1354,electronics.smartphone,apple,928.18
1355,computers.desktop,lenovo,385.85
1356,electronics.smartphone,samsung,128.42
1357,electronics.smartphone,huawei,266.0
1358,electronics.smartphone,apple,732.07
1359,appliances.kitchen.meat_grinder,dauscher,30.86
1360,electronics.smartphone,apple,949.47
1361,electronics.audio.headphone,apple,160.57
1362,computers.components.memory,crucial,40.67
1363,electronics.smartphone,apple,458.28
1364,electronics.smartphone,samsung,128.42
1365,electronics.audio.headphone,xiaomi,22.8
1366,electronics.smartphone,apple,791.78
1367,electronics.smartphone,samsung,242.63
1368,electronics.telephone,philips,48.65
1369,electronics.smartphone,samsung,128.42
1370,electronics.smartphone,samsung,172.23
1371,electronics.clocks,apple,334.35
1372,electronics.audio.headphone,apple,160.57
1373,appliances.kitchen.oven,artel,42.21
1374,electronics.audio.headphone,samsung,107.45
1375,electronics.smartphone,apple,1665.36
1376,auto.accessories.player,kenwood,64.35
1377,appliances.kitchen.oven,artel,40.88
1378,electronics.smartphone,xiaomi,211.92
1379,computers.desktop,microlab,22.2
1380,electronics.smartphone,samsung,88.29
1381,electronics.smartphone,samsung,362.29
1382,electronics.telephone,nokia,94.66
1383,electronics.audio.subwoofer,element,133.83
1384,electronics.smartphone,samsung,223.95
1385,electronics.video.tv,lg,437.15
1386,electronics.smartphone,samsung,242.63
1387,electronics.smartphone,samsung,195.06
1388,appliances.ironing_board,nika,24.43
1389,electronics.smartphone,samsung,242.63
1390,electronics.clocks,apple,430.74
1391,electronics.clocks,apple,554.96
1392,electronics.smartphone,apple,722.4
1393,electronics.smartphone,xiaomi,111.62
1394,construction.tools.drill,alteco,52.51
1395,electronics.smartphone,xiaomi,330.63
1396,electronics.smartphone,samsung,275.25
1397,electronics.video.tv,yasin,374.36
1398,electronics.smartphone,apple,787.5
1399,electronics.smartphone,samsung,128.42
1400,appliances.kitchen.blender,redmond,51.22
1401,electronics.smartphone,apple,1665.36
1402,electronics.smartphone,huawei,254.71
1403,electronics.smartphone,samsung,503.09
1404,electronics.smartphone,samsung,242.63
1405,electronics.clocks,apple,554.96
1406,electronics.smartphone,xiaomi,212.08
1407,computers.desktop,dell,401.3
1408,electronics.smartphone,samsung,195.06
1409,electronics.smartphone,apple,458.28
1410,electronics.smartphone,samsung,128.42
1411,electronics.audio.headphone,apple,188.94
1412,electronics.smartphone,samsung,172.23
